payment_id,amount_inr,payment_method,card_network,is_promo_applied,account_age_days,past_order_count,past_refund_ratio,orders_in_last_30mins,device_account_count,ip_to_delivery_dist_km,is_payment_fraud,is_refund_abuse,is_high_risk
pay_Zom3704659,2059,upi,none,1,419,74,0.022,0,1,0.39,0,0,0
pay_Zom2473390,2059,card,visa,0,255,40,0.267,0,1,2.96,0,1,1
pay_Zom5307726,252,upi,none,0,74,2,0.053,0,1,1.36,0,0,0
pay_Zom1587291,252,card,rupay,0,343,58,0.042,0,1,2.44,0,0,0
pay_Zom2419525,2059,upi,none,1,207,5,0.15,0,1,2.31,0,0,0
pay_Zom3092406,2059,upi,none,0,277,13,0.222,0,1,3.72,0,0,0
pay_Zom9491759,252,upi,none,0,137,15,0.13,0,1,6.63,0,0,0
pay_Zom6009306,252,card,rupay,0,233,7,0.037,0,3,0.9,0,0,0
pay_Zom7099518,252,upi,none,0,266,12,0.066,0,1,1.57,0,0,0
pay_Zom3879023,252,upi,none,0,11,1,0.012,0,1,2.85,0,0,0
pay_Zom8097623,252,upi,none,0,403,72,0.13,0,6,4.73,1,1,1
pay_Zom1001435,252,upi,none,1,48,7,0.233,1,1,1.69,0,0,0
pay_Zom5166404,252,card,rupay,1,69,7,0.04,1,1,1.08,0,1,1
pay_Zom6043230,252,upi,none,1,188,30,0.061,0,1,3.94,0,0,0
pay_Zom1774541,3360,netbanking,none,0,131,4,0.074,0,1,3.82,0,0,0
pay_Zom9714808,2059,upi,none,0,268,45,0.023,1,1,4.95,0,0,0
pay_Zom5922381,252,upi,none,0,61,4,0.049,0,1,2.41,0,0,0
pay_Zom9960751,252,card,amex,1,56,8,0.278,0,1,0.27,0,1,1
pay_Zom8464523,252,card,rupay,0,3,0,0.092,0,1,3.11,0,0,0
pay_Zom3346378,252,upi,none,1,74,12,0.043,0,1,1.32,0,0,0
pay_Zom9228265,3360,upi,none,0,154,24,0.029,0,1,21.53,1,0,1
pay_Zom6250195,252,card,rupay,1,43,6,0.13,0,1,3.05,0,1,1
pay_Zom9768884,3360,upi,none,0,74,8,0.007,1,1,2.04,0,1,1
pay_Zom6907545,252,card,amex,0,29,4,0.304,0,1,5.02,0,1,1
pay_Zom9566284,2059,upi,none,0,177,24,0.083,0,1,13.38,0,0,0
pay_Zom4520522,252,netbanking,none,1,7,0,0.019,0,1,2.38,0,0,0
pay_Zom2661097,252,upi,none,1,146,18,0.038,1,1,1.41,0,0,0
pay_Zom1750538,252,upi,none,1,57,2,0.109,0,1,2.3,0,0,0
pay_Zom4977883,2059,upi,none,0,5,0,0.022,1,1,4.14,0,0,0
pay_Zom1616293,2059,netbanking,none,1,230,7,0.053,1,6,3.91,1,0,1
pay_Zom4155352,2059,card,mastercard,0,80,14,0.024,0,2,4.78,0,0,0
pay_Zom3376783,2059,upi,none,0,109,9,0.254,2,1,3.39,0,1,1
pay_Zom6028286,2059,upi,none,0,158,7,0.175,0,1,10.8,0,0,0
pay_Zom4610673,252,upi,none,0,127,21,0.004,0,6,1.59,1,0,1
pay_Zom3251636,252,upi,none,0,157,4,0.181,0,1,0.0,0,0,0
pay_Zom4624549,2059,upi,none,1,172,16,0.006,0,1,0.57,0,0,0
pay_Zom7024113,2059,upi,none,0,106,15,0.113,0,1,0.16,0,0,0
pay_Zom5653927,2059,upi,none,0,54,3,0.194,0,1,0.58,0,0,0
pay_Zom3155739,252,upi,none,0,33,3,0.065,0,1,0.85,0,0,0
pay_Zom8080237,252,card,amex,0,279,36,0.071,0,1,1.11,0,0,0
pay_Zom2247548,3360,upi,none,0,420,72,0.038,0,1,0.09,0,0,0
pay_Zom5277642,252,upi,none,0,53,1,0.075,0,1,1.16,0,0,0
pay_Zom5373391,252,upi,none,0,14,0,0.001,0,1,0.56,0,0,0
pay_Zom7405244,2059,upi,none,0,30,3,0.05,0,1,0.31,0,0,0
pay_Zom3740044,3360,card,mastercard,0,133,11,0.327,0,1,3.05,0,0,0
pay_Zom7711882,252,card,amex,0,22,1,0.276,0,2,0.75,0,0,0
pay_Zom8651547,2059,upi,none,0,181,12,0.14,0,1,0.3,0,0,0
pay_Zom2396771,3360,upi,none,0,307,33,0.02,0,1,0.69,0,0,0
pay_Zom5264422,3360,netbanking,none,0,397,64,0.148,0,2,7.08,0,0,0
pay_Zom8136077,3360,upi,none,0,1,0,0.123,0,1,2.64,0,1,1
pay_Zom3403234,252,upi,none,0,380,20,0.142,0,1,2.68,0,0,0
pay_Zom9990982,252,card,visa,0,161,20,0.099,0,6,1.11,0,0,0
pay_Zom4418574,252,upi,none,0,10,0,0.036,1,2,2.54,0,1,1
pay_Zom2183767,252,upi,none,1,64,8,0.08,0,1,4.66,0,0,0
pay_Zom5519776,252,upi,none,0,144,10,0.03,0,1,3.18,0,0,0
pay_Zom4231751,252,upi,none,1,376,29,0.022,0,6,2.7,0,1,1
pay_Zom7243511,252,upi,none,1,21,1,0.113,1,1,1.58,0,0,0
pay_Zom9580328,252,upi,none,1,16,1,0.173,2,1,3.49,0,0,0
pay_Zom3752186,252,card,rupay,0,76,11,0.032,0,1,6.81,0,0,0
pay_Zom8041170,2059,upi,none,1,413,70,0.267,0,1,0.74,0,1,1
pay_Zom3575158,252,upi,none,0,426,45,0.211,0,1,6.08,0,0,0
pay_Zom6307645,252,upi,none,0,31,3,0.051,1,1,2.32,0,0,0
pay_Zom8275056,252,card,mastercard,0,46,1,0.014,0,1,13.56,0,0,0
pay_Zom7357590,252,upi,none,1,286,38,0.088,0,1,1.06,0,0,0
pay_Zom1434695,3360,card,amex,0,159,18,0.038,0,1,0.36,0,0,0
pay_Zom5152322,252,card,mastercard,1,430,12,0.304,0,3,0.61,1,1,1
pay_Zom2300646,252,card,mastercard,0,268,13,0.158,0,2,0.07,0,0,0
pay_Zom5531949,252,upi,none,1,29,1,0.291,0,1,1.59,0,1,1
pay_Zom3090797,252,card,rupay,1,171,8,0.012,0,1,1.35,0,0,0
pay_Zom9916589,252,upi,none,1,5,0,0.075,0,1,3.56,0,0,0
pay_Zom2845328,252,upi,none,0,204,34,0.122,0,1,0.62,0,0,0
pay_Zom7824657,252,upi,none,1,110,15,0.003,0,1,5.01,0,0,0
pay_Zom2106614,2059,netbanking,none,1,375,36,0.103,0,2,1.36,0,1,1
pay_Zom6525702,2059,upi,none,0,386,32,0.055,0,3,7.31,0,0,0
pay_Zom2492738,252,card,mastercard,0,6,0,0.018,0,2,0.71,0,0,0
pay_Zom7087100,252,upi,none,1,20,2,0.299,0,1,5.59,0,1,1
pay_Zom6595492,252,upi,none,0,79,6,0.163,0,1,0.72,0,1,1
pay_Zom5584424,252,card,amex,1,253,14,0.074,0,1,0.07,0,0,0
pay_Zom3455003,252,upi,none,0,202,23,0.184,1,1,0.21,0,0,0
pay_Zom4787716,2059,card,visa,0,400,33,0.071,0,1,5.92,0,0,0
pay_Zom5591031,252,card,visa,0,115,2,0.004,0,1,2.66,0,0,0
pay_Zom1165479,2059,upi,none,0,35,0,0.097,0,2,1.36,0,0,0
pay_Zom2643275,252,upi,none,0,3,0,0.075,1,1,3.59,0,0,0
pay_Zom7327627,3360,upi,none,1,30,3,0.226,0,1,1.66,0,0,0
pay_Zom4728326,2059,upi,none,0,134,10,0.205,1,1,6.0,0,0,0
pay_Zom7352396,2059,upi,none,1,312,7,0.145,0,1,4.83,0,0,0
pay_Zom2761653,252,upi,none,1,46,2,0.075,0,1,2.2,0,0,0
pay_Zom3072044,2059,netbanking,none,0,250,8,0.292,1,1,0.04,0,1,1
pay_Zom3948283,2059,upi,none,0,60,10,0.043,2,1,2.56,0,0,0
pay_Zom9832796,2059,card,rupay,0,44,3,0.114,0,1,1.69,0,0,0
pay_Zom6143048,252,upi,none,0,85,1,0.017,0,2,3.15,0,0,0
pay_Zom9214437,2059,upi,none,0,70,8,0.065,0,1,0.61,0,0,0
pay_Zom2602904,252,upi,none,0,294,16,0.016,0,1,3.83,0,0,0
pay_Zom9874478,252,card,amex,1,75,8,0.005,0,1,0.81,0,0,0
pay_Zom6853574,2059,upi,none,0,38,1,0.027,0,1,13.68,0,0,0
pay_Zom5731119,252,card,amex,0,221,39,0.156,0,1,5.98,0,0,0
pay_Zom5547530,252,upi,none,1,802,140,0.123,1,1,0.7,0,0,0
pay_Zom2662054,252,upi,none,1,125,15,0.2,0,2,2.75,0,1,1
pay_Zom1804690,2059,upi,none,1,34,4,0.181,0,1,2.12,0,0,0
pay_Zom3864666,252,upi,none,1,32,2,0.393,1,1,5.82,0,1,1
pay_Zom6335094,252,upi,none,0,7,1,0.178,0,1,4.71,0,0,0
pay_Zom7535788,252,card,visa,1,9,0,0.032,0,1,1.23,0,0,0
pay_Zom4031181,2059,card,amex,1,295,17,0.396,0,1,1.59,0,1,1
pay_Zom6791040,252,card,mastercard,0,12,0,0.011,0,1,0.22,0,0,0
pay_Zom9920146,2059,card,rupay,0,79,4,0.173,0,1,2.93,0,0,0
pay_Zom7755367,252,netbanking,none,0,143,15,0.343,0,1,4.98,0,1,1
pay_Zom9000414,2059,netbanking,none,0,227,13,0.112,0,1,1.9,0,0,0
pay_Zom3140306,3360,upi,none,0,22,2,0.084,0,1,10.2,0,0,0
pay_Zom5346322,252,upi,none,0,69,5,0.093,0,1,0.52,0,0,0
pay_Zom1159341,252,upi,none,0,34,5,0.135,0,2,7.75,0,0,0
pay_Zom9616197,2059,upi,none,0,35,3,0.015,0,1,0.08,0,0,0
pay_Zom3608710,252,netbanking,none,0,43,5,0.088,0,1,8.56,0,0,0
pay_Zom3120109,252,upi,none,1,106,11,0.081,1,2,1.28,0,1,1
pay_Zom3393607,2059,upi,none,0,2,0,0.119,0,1,0.41,0,0,0
pay_Zom7355220,3360,upi,none,0,63,1,0.054,0,2,15.87,0,0,0
pay_Zom5485722,252,upi,none,0,24,0,0.276,0,1,4.78,0,1,1
pay_Zom1886921,252,upi,none,0,409,54,0.059,0,1,2.64,0,0,0
pay_Zom7210098,252,upi,none,0,104,14,0.021,0,1,1.75,0,0,0
pay_Zom5179399,252,upi,none,0,243,21,0.007,0,1,1.03,0,0,0
pay_Zom8016965,2059,upi,none,1,26,1,0.017,1,2,3.19,0,0,0
pay_Zom8680384,2059,upi,none,0,199,12,0.14,0,1,2.09,0,0,0
pay_Zom4071984,2059,upi,none,0,64,3,0.262,0,1,2.47,0,1,1
pay_Zom8364526,252,upi,none,0,23,3,0.081,0,1,2.17,0,0,0
pay_Zom6939158,252,upi,none,0,171,11,0.122,0,1,3.6,0,0,0
pay_Zom8862907,252,upi,none,1,172,21,0.138,0,1,9.02,0,0,0
pay_Zom9426008,252,card,visa,0,659,96,0.094,0,2,10.69,0,0,0
pay_Zom5812035,2059,upi,none,1,182,4,0.225,0,1,6.31,0,0,0
pay_Zom5627541,252,card,rupay,0,18,0,0.055,0,2,1.09,0,0,0
pay_Zom8176707,2059,card,mastercard,1,46,3,0.217,0,1,1.0,0,0,0
pay_Zom9734129,2059,card,visa,1,72,9,0.138,0,6,3.01,0,1,1
pay_Zom4838024,3360,upi,none,1,16,0,0.001,0,1,12.86,0,0,0
pay_Zom6120195,2059,upi,none,1,186,3,0.132,0,1,2.81,0,0,0
pay_Zom2458649,2059,upi,none,0,89,5,0.119,0,1,0.42,0,0,0
pay_Zom6128149,252,upi,none,1,346,11,0.104,0,1,7.01,0,0,0
pay_Zom7820186,252,netbanking,none,0,106,5,0.021,0,1,4.81,0,0,0
pay_Zom6246854,252,upi,none,1,88,6,0.097,0,1,0.96,0,0,0
pay_Zom2512308,252,netbanking,none,0,8,0,0.176,1,1,3.48,0,0,0
pay_Zom2333367,2059,card,amex,0,19,2,0.307,0,1,0.89,0,1,1
pay_Zom2286698,2059,upi,none,1,227,13,0.09,0,1,1.94,0,0,0
pay_Zom5027148,252,card,amex,0,561,70,0.242,0,1,0.95,0,0,0
pay_Zom2570911,252,upi,none,0,64,7,0.024,0,1,3.18,0,0,0
pay_Zom3770138,252,upi,none,1,199,32,0.303,0,1,1.26,0,1,1
pay_Zom1963205,2059,upi,none,0,118,4,0.238,0,2,0.64,0,1,1
pay_Zom2419102,2059,netbanking,none,0,383,20,0.018,1,1,0.22,0,0,0
pay_Zom5795781,2059,upi,none,0,32,5,0.128,0,1,3.5,0,0,0
pay_Zom9268659,252,card,mastercard,0,94,14,0.012,0,1,3.18,0,0,0
pay_Zom1179426,252,upi,none,0,63,3,0.294,0,2,0.76,0,1,1
pay_Zom8113264,2059,upi,none,0,93,3,0.077,0,1,0.01,0,0,0
pay_Zom9534273,2059,upi,none,0,37,5,0.02,0,1,0.51,0,1,1
pay_Zom3288888,252,upi,none,0,82,3,0.472,1,1,1.28,0,0,0
pay_Zom9047291,2059,upi,none,0,117,18,0.152,2,2,2.59,0,0,0
pay_Zom9351785,252,upi,none,1,10,1,0.037,0,2,7.59,0,0,0
pay_Zom9640458,2059,card,visa,0,163,9,0.114,0,1,0.83,0,0,0
pay_Zom9932346,2059,upi,none,1,147,22,0.024,0,1,0.85,0,0,0
pay_Zom3091977,2059,netbanking,none,0,254,22,0.072,0,1,6.51,0,0,0
pay_Zom7802682,252,upi,none,0,66,9,0.256,0,1,2.48,0,1,1
pay_Zom1233207,252,upi,none,0,7,0,0.111,0,1,4.12,0,0,0
pay_Zom4190758,2059,upi,none,1,74,2,0.083,0,1,1.49,0,0,0
pay_Zom1122310,2059,upi,none,1,17,2,0.339,0,1,6.39,0,1,1
pay_Zom8129962,252,netbanking,none,1,125,5,0.0,0,1,2.09,0,0,0
pay_Zom9964482,2059,card,rupay,0,5,0,0.072,0,2,8.16,0,0,0
pay_Zom6789156,252,card,visa,1,56,4,0.061,0,1,1.79,0,0,0
pay_Zom5097436,3360,card,amex,0,10,0,0.06,0,1,5.79,1,0,1
pay_Zom9860239,2059,card,visa,1,0,0,0.367,0,1,0.2,0,1,1
pay_Zom1710615,252,upi,none,0,387,61,0.028,0,1,4.02,0,0,0
pay_Zom8527132,252,card,visa,0,666,47,0.271,0,1,0.53,0,1,1
pay_Zom3827503,252,upi,none,0,97,15,0.066,0,2,7.96,0,0,0
pay_Zom9783147,252,upi,none,0,32,1,0.003,0,1,11.7,0,0,0
pay_Zom4776024,252,card,amex,0,290,27,0.045,0,1,1.36,0,0,0
pay_Zom3932895,2059,upi,none,0,307,49,0.317,0,1,2.89,0,1,1
pay_Zom2260344,2059,card,amex,0,231,6,0.167,0,1,1.79,0,0,0
pay_Zom7158092,252,upi,none,1,94,6,0.084,0,1,3.32,0,0,0
pay_Zom3236718,252,card,rupay,0,9,1,0.024,0,2,1.53,0,0,0
pay_Zom9618195,252,upi,none,1,11,1,0.233,0,1,5.99,0,1,1
pay_Zom6927248,252,upi,none,1,272,36,0.319,0,1,0.11,0,1,1
pay_Zom1854070,252,upi,none,1,250,38,0.152,0,1,4.73,0,0,0
pay_Zom8092102,2059,card,visa,1,68,7,0.142,0,1,0.05,0,0,0
pay_Zom9313242,3360,upi,none,1,47,7,0.127,0,1,11.53,0,1,1
pay_Zom7360154,252,upi,none,0,123,15,0.062,0,1,0.14,0,0,0
pay_Zom3860246,2059,upi,none,0,197,25,0.048,0,1,5.55,0,0,0
pay_Zom7262661,3360,upi,none,0,157,6,0.294,1,1,4.21,0,1,1
pay_Zom2899743,252,netbanking,none,0,114,19,0.077,0,1,6.9,0,0,0
pay_Zom6670004,2059,upi,none,0,31,4,0.201,0,3,0.48,1,1,1
pay_Zom5190365,2059,upi,none,0,36,2,0.314,0,1,1.53,0,0,0
pay_Zom2977453,252,upi,none,0,154,17,0.071,0,1,0.31,0,0,0
pay_Zom5866478,252,upi,none,1,194,15,0.024,0,2,1.19,0,1,1
pay_Zom6019373,2059,upi,none,0,14,1,0.126,0,1,3.29,0,0,0
pay_Zom9105487,2059,card,amex,0,24,4,0.354,0,1,12.26,0,0,0
pay_Zom5924868,252,netbanking,none,0,136,3,0.051,0,6,1.03,0,1,1
pay_Zom5441781,252,upi,none,0,59,10,0.094,0,1,1.46,0,0,0
pay_Zom4574653,252,upi,none,1,99,3,0.06,0,1,1.83,0,0,0
pay_Zom1037485,2059,netbanking,none,0,114,10,0.202,0,1,0.11,0,0,0
pay_Zom7603872,252,upi,none,0,179,17,0.236,0,1,4.08,0,0,0
pay_Zom4648426,2059,upi,none,0,196,12,0.156,0,2,0.47,0,0,0
pay_Zom6114027,252,upi,none,0,39,4,0.454,0,1,7.37,0,1,1
pay_Zom9649141,252,upi,none,0,93,14,0.222,0,1,1.88,0,0,0
pay_Zom1594402,252,card,mastercard,0,15,1,0.158,1,1,7.26,0,0,0
pay_Zom8768806,252,netbanking,none,0,221,6,0.06,0,1,4.64,0,0,0
pay_Zom9191751,252,upi,none,0,224,27,0.018,0,1,5.28,0,0,0
pay_Zom1964635,252,card,amex,1,42,5,0.005,0,1,1.65,0,0,0
pay_Zom6968395,252,upi,none,0,21,3,0.137,0,2,5.87,0,0,0
pay_Zom1098836,252,upi,none,0,8,0,0.035,0,1,2.88,0,0,0
pay_Zom8723456,252,upi,none,0,102,16,0.075,0,1,0.65,0,0,0
pay_Zom6512184,252,card,rupay,0,11,1,0.222,0,1,7.8,0,0,0
pay_Zom6005493,2059,upi,none,1,136,7,0.015,1,2,1.83,0,0,0
pay_Zom6937335,2059,upi,none,0,136,23,0.009,0,2,7.98,0,0,0
pay_Zom2797914,3360,netbanking,none,1,114,6,0.048,0,1,3.0,0,0,0
pay_Zom1086476,252,card,rupay,0,251,34,0.018,0,1,0.18,0,0,0
pay_Zom6867356,252,netbanking,none,1,57,8,0.137,0,1,5.38,0,0,0
pay_Zom4123208,252,upi,none,0,279,24,0.072,0,1,0.09,0,0,0
pay_Zom7745583,252,card,mastercard,0,4,0,0.282,0,1,0.37,0,1,1
pay_Zom6948065,2059,upi,none,0,14,1,0.061,0,1,1.44,0,0,0
pay_Zom1148708,252,netbanking,none,0,63,3,0.07,1,1,3.49,0,0,0
pay_Zom2700165,252,netbanking,none,0,108,15,0.079,1,1,1.95,0,0,0
pay_Zom8227688,252,netbanking,none,0,3,0,0.035,0,1,1.77,0,0,0
pay_Zom9255164,3360,netbanking,none,1,100,9,0.008,0,1,1.95,0,0,0
pay_Zom4314245,3360,upi,none,0,44,7,0.165,0,1,0.48,0,0,0
pay_Zom2421764,252,card,rupay,0,261,23,0.136,1,1,4.2,0,0,0
pay_Zom9876767,252,upi,none,1,91,8,0.227,0,1,0.79,0,0,0
pay_Zom9628834,2059,card,visa,0,106,13,0.065,0,1,2.0,0,0,0
pay_Zom3578837,3360,netbanking,none,1,349,17,0.128,0,1,12.26,0,0,0
pay_Zom7890722,252,upi,none,0,173,28,0.051,0,1,9.2,0,0,0
pay_Zom3077734,252,upi,none,0,69,10,0.166,0,1,5.12,0,0,0
pay_Zom9177419,3360,card,rupay,0,77,12,0.279,1,3,7.6,0,1,1
pay_Zom1115938,2059,upi,none,1,125,14,0.004,0,2,4.05,0,1,1
pay_Zom3611044,252,upi,none,1,26,4,0.032,0,1,6.0,0,0,0
pay_Zom5196564,252,upi,none,1,11,1,0.121,0,1,1.0,0,1,1
pay_Zom4793248,3360,upi,none,0,44,4,0.074,0,3,2.12,1,0,1
pay_Zom8897013,2059,card,mastercard,1,180,30,0.037,0,1,1.18,0,0,0
pay_Zom7633020,2059,upi,none,0,35,3,0.072,0,1,0.14,0,0,0
pay_Zom7279870,2059,upi,none,0,16,1,0.221,0,1,0.96,0,0,0
pay_Zom6021168,252,netbanking,none,1,29,1,0.094,0,1,1.04,0,0,0
pay_Zom7115223,2059,card,rupay,0,136,23,0.095,0,1,4.04,0,0,0
pay_Zom8186377,252,upi,none,0,114,6,0.051,0,1,1.47,0,0,0
pay_Zom4056507,3360,upi,none,0,139,7,0.037,0,1,0.85,0,0,0
pay_Zom9999758,252,card,mastercard,1,46,1,0.165,0,1,0.05,0,0,0
pay_Zom5521152,2059,upi,none,0,277,25,0.03,1,2,1.79,0,0,0
pay_Zom2823599,252,card,rupay,0,72,4,0.083,0,1,5.16,0,0,0
pay_Zom8358018,252,card,amex,1,86,11,0.169,0,1,3.45,0,0,0
pay_Zom8371182,252,upi,none,0,356,24,0.03,0,1,7.97,0,0,0
pay_Zom3715129,2059,netbanking,none,0,465,62,0.119,0,2,2.99,0,0,0
pay_Zom3346703,2059,upi,none,0,130,6,0.499,0,1,0.17,0,1,1
pay_Zom6934735,2059,upi,none,1,347,19,0.075,1,1,2.0,0,0,0
pay_Zom8280643,252,netbanking,none,0,93,13,0.106,0,1,1.9,0,0,0
pay_Zom1097479,252,upi,none,0,44,3,0.002,0,1,6.63,0,0,0
pay_Zom7026992,3360,card,mastercard,0,45,1,0.084,0,1,3.74,0,0,0
pay_Zom4329683,2059,card,rupay,0,98,17,0.13,0,1,1.08,0,0,0
pay_Zom2856661,2059,upi,none,0,111,5,0.01,0,2,4.23,0,0,0
pay_Zom4180407,2059,netbanking,none,0,69,3,0.005,0,1,6.23,0,0,0
pay_Zom5779824,2059,upi,none,0,258,19,0.049,0,1,0.21,0,0,0
pay_Zom1675388,252,upi,none,1,66,2,0.046,0,1,4.47,0,0,0
pay_Zom3242783,2059,netbanking,none,1,38,1,0.018,1,2,5.55,0,0,0
pay_Zom7619383,2059,upi,none,1,0,0,0.215,0,1,1.57,0,0,0
pay_Zom8064143,2059,card,visa,0,423,20,0.072,0,1,10.57,0,0,0
pay_Zom6556840,2059,card,mastercard,0,208,7,0.273,0,1,6.25,0,1,1
pay_Zom1530269,252,upi,none,0,114,18,0.059,0,1,1.07,0,0,0
pay_Zom3689597,252,upi,none,1,213,19,0.019,0,1,1.75,0,0,0
pay_Zom4338530,252,upi,none,0,199,8,0.015,1,1,8.36,0,0,0
pay_Zom9041235,252,card,mastercard,1,322,36,0.196,1,1,6.25,0,0,0
pay_Zom5459377,2059,upi,none,0,58,1,0.0,0,1,5.76,0,0,0
pay_Zom2993004,2059,upi,none,0,97,8,0.047,0,6,12.42,0,1,1
pay_Zom8064807,252,upi,none,0,12,1,0.03,0,1,0.27,0,1,1
pay_Zom9205196,252,upi,none,0,403,69,0.011,0,1,0.23,0,0,0
pay_Zom9314244,3360,card,rupay,0,504,36,0.01,0,2,2.0,0,0,0
pay_Zom3137987,2059,netbanking,none,0,186,26,0.196,0,1,8.53,0,0,0
pay_Zom6450711,252,upi,none,0,72,2,0.009,0,1,2.67,0,0,0
pay_Zom7708806,2059,upi,none,0,82,7,0.125,0,1,9.49,0,0,0
pay_Zom9419789,252,card,amex,0,68,3,0.098,0,1,0.59,0,0,0
pay_Zom7523795,252,upi,none,1,41,4,0.291,0,1,4.68,0,1,1
pay_Zom3204822,252,netbanking,none,0,90,7,0.054,0,1,1.36,0,0,0
pay_Zom2841010,252,upi,none,0,6,1,0.065,0,1,3.96,0,0,0
pay_Zom2809919,252,upi,none,0,577,96,0.365,0,1,1.96,0,1,1
pay_Zom1354875,3360,netbanking,none,1,66,7,0.126,0,2,1.27,0,1,1
pay_Zom3116002,2059,upi,none,0,314,15,0.454,0,1,6.77,0,1,1
pay_Zom3609561,252,upi,none,1,154,16,0.205,1,1,1.73,0,1,1
pay_Zom6773384,252,upi,none,0,41,6,0.249,0,1,0.91,0,0,0
pay_Zom9388623,252,netbanking,none,0,30,0,0.085,1,1,0.57,0,0,0
pay_Zom1228991,2059,card,amex,0,653,58,0.052,0,1,0.68,0,0,0
pay_Zom4967894,2059,upi,none,0,177,4,0.178,1,1,2.59,0,0,0
pay_Zom1873083,252,card,rupay,0,34,2,0.183,1,2,0.19,0,0,0
pay_Zom6740173,252,upi,none,0,8,0,0.031,0,1,0.28,0,0,0
pay_Zom8208583,2059,upi,none,0,143,24,0.046,0,1,2.1,0,0,0
pay_Zom1134702,252,card,rupay,0,43,2,0.175,0,2,4.22,0,0,0
pay_Zom8286823,252,card,visa,1,30,1,0.131,0,1,4.09,0,0,0
pay_Zom9056301,2059,upi,none,0,159,27,0.041,0,1,8.04,0,0,0
pay_Zom5856444,252,upi,none,0,136,13,0.236,0,1,2.47,0,0,0
pay_Zom5734922,252,upi,none,1,78,11,0.241,0,3,0.86,1,1,1
pay_Zom9152539,252,card,rupay,0,343,24,0.308,0,1,5.64,0,1,1
pay_Zom2386047,252,card,mastercard,0,136,14,0.272,0,1,0.56,0,0,0
pay_Zom8196619,2059,card,rupay,1,268,5,0.122,0,1,3.92,0,0,0
pay_Zom5156509,3360,card,visa,0,25,2,0.036,0,2,4.2,0,0,0
pay_Zom3558453,2059,card,rupay,1,42,4,0.05,0,1,0.75,0,0,0
pay_Zom9577181,2059,card,rupay,0,13,1,0.216,0,1,0.2,0,0,0
pay_Zom4134994,252,upi,none,0,43,3,0.272,0,2,0.73,0,1,1
pay_Zom5185358,2059,upi,none,0,428,62,0.053,0,1,5.52,0,0,0
pay_Zom5716726,3360,upi,none,0,395,39,0.11,0,1,6.29,0,0,0
pay_Zom2929715,252,upi,none,0,171,20,0.074,0,1,1.06,0,0,0
pay_Zom5421311,252,card,mastercard,0,88,4,0.005,0,1,2.57,0,0,0
pay_Zom5149917,2059,netbanking,none,1,182,28,0.098,0,2,0.2,0,1,1
pay_Zom8200092,2059,upi,none,1,96,7,0.09,0,1,0.75,0,0,0
pay_Zom4328808,252,netbanking,none,1,0,0,0.026,1,3,2.93,1,1,1
pay_Zom8950602,252,upi,none,1,83,6,0.009,0,1,0.93,0,1,1
pay_Zom2729141,2059,upi,none,0,109,17,0.036,0,1,0.18,0,0,0
pay_Zom9427765,252,upi,none,1,37,6,0.232,0,1,7.71,0,0,0
pay_Zom4039834,2059,upi,none,0,27,1,0.349,0,1,0.93,0,1,1
pay_Zom4165340,252,upi,none,0,38,5,0.125,1,1,5.25,0,0,0
pay_Zom3495209,3360,upi,none,1,117,4,0.019,0,1,1.92,0,0,0
pay_Zom4848428,252,netbanking,none,0,18,0,0.052,1,1,4.28,0,0,0
pay_Zom3021003,252,upi,none,1,152,23,0.071,0,1,1.54,0,0,0
pay_Zom3219555,252,upi,none,0,65,2,0.124,0,1,3.23,0,0,0
pay_Zom7732414,252,upi,none,0,52,2,0.006,0,1,3.74,0,0,0
pay_Zom1643681,2059,netbanking,none,0,197,23,0.02,0,1,0.46,0,0,0
pay_Zom5594635,252,upi,none,0,84,12,0.13,0,1,7.54,0,0,0
pay_Zom4224201,252,netbanking,none,1,57,2,0.139,0,1,1.52,0,0,0
pay_Zom3452982,252,upi,none,1,252,9,0.024,0,1,5.42,0,1,1
pay_Zom8152177,2059,upi,none,0,55,1,0.336,1,1,2.81,0,0,0
pay_Zom1296308,2059,card,amex,0,235,5,0.253,0,1,0.71,0,0,0
pay_Zom4349462,252,upi,none,0,84,3,0.102,0,1,1.54,0,0,0
pay_Zom2525643,2059,card,rupay,1,27,4,0.272,0,1,0.31,0,1,1
pay_Zom1854889,2059,upi,none,0,113,3,0.124,0,1,1.11,0,0,0
pay_Zom7381258,2059,card,visa,1,40,4,0.063,0,1,0.81,0,0,0
pay_Zom7833312,252,card,rupay,0,19,3,0.199,0,3,1.12,0,0,0
pay_Zom9807554,2059,upi,none,1,10,1,0.092,0,1,5.69,0,0,0
pay_Zom6141309,252,upi,none,0,33,0,0.004,0,1,0.29,0,0,0
pay_Zom4882711,252,upi,none,0,160,18,0.034,1,1,3.5,0,0,0
pay_Zom4720771,252,upi,none,0,218,35,0.218,0,1,1.53,0,0,0
pay_Zom6640128,252,card,rupay,1,237,16,0.377,0,1,2.31,0,1,1
pay_Zom8148366,252,upi,none,1,37,2,0.229,2,1,0.84,0,0,0
pay_Zom9039562,3360,upi,none,0,129,7,0.252,0,1,10.74,0,1,1
pay_Zom2029277,252,upi,none,0,31,3,0.432,1,6,3.81,0,0,0
pay_Zom9554093,252,upi,none,1,116,6,0.19,0,1,0.79,0,0,0
